"time","stranka","skupina","rezultati_vsi","rezultati_vsi_nad4","rezultati_brez","rezultati_brez_nad4","job_name","job_version","job_timestamp"
"2026-03-22 19:30:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:30:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 19:30:05"
"2026-03-22 19:35:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:35:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 19:35:05"
"2026-03-22 19:40:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:40:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 19:40:05"
"2026-03-22 19:45:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:45:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 19:45:05"
"2026-03-22 19:50:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:50:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 19:50:05"
"2026-03-22 19:55:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 19:55:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 19:55:05"
"2026-03-22 20:00:06","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:00:06","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 20:00:06"
"2026-03-22 20:05:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:05:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 20:05:05"
"2026-03-22 20:10:05","DOMOVINSKA LIGA - DOM","others",0.0751,0.0,0.0694,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","DeSUS - DEMOKRATIČNA STRANKA UPOKOJENCEV SLOVENIJE","others",0.5029,0.0,0.4682,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","Državljansko gibanje Resni.ca","others",2.1155,0.0,1.9825,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","GIBANJE SVOBODA","others",23.49,23.49,20.5826,20.5826,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","LEVICA","others",1.9652,0.0,1.7571,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","LISTA MARJANA ŠARCA - LMŠ","others",1.8323,0.0,1.6357,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","Lista Borisa Popoviča - Digitalizirajmo Slovenijo","others",0.237,0.0,0.237,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","NAŠA DEŽELA stranka dr. ALEKSANDRE PIVEC","democrats",1.2774,0.0,1.1676,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","NAŠA PRIHODNOST IN DOBRA DRŽAVA","others",1.0982,0.0,0.9826,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","NESTRANKARSKA LJUDSKA LISTA GIBANJA ZDRAVA DRUŽBA","others",1.0866,0.0,0.9768,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","NOVA SLOVENIJA - KRŠČANSKI DEMOKRATI","democrats",7.9706,7.9706,7.5718,7.5718,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","PIRATSKA STRANKA SLOVENIJE","others",1.0693,0.0,0.9653,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","POVEŽIMO SLOVENIJO (KONKRETNO, ZELENI, SLS, NLS, NS)","democrats",2.3525,0.0,2.2195,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","SLOVENSKA DEMOKRATSKA STRANKA - SDS","democrats",19.3052,19.3052,17.9585,17.9585,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","SLOVENSKA NACIONALNA STRANKA - SNS","others",1.6473,0.0,1.5606,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","SOCIALNI DEMOKRATI - SD","others",4.2078,4.2078,3.6819,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","STRANKA ALENKE BRATUŠEK","others",2.1328,0.0,1.9305,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","VESNA - zelena stranka","others",1.0924,0.0,0.9768,0.0,"main.py",5,"2026-03-22 20:10:05"
"2026-03-22 20:10:05","ZA LJUDSTVO SLOVENIJE  - ZLS","others",0.8843,0.0,0.8034,0.0,"main.py",5,"2026-03-22 20:10:05"
